accession,taxid
NC_048775.1,2591032
NC_048774.1,2591030
NC_048773.1,2588517
NC_048772.1,2588520
NC_048771.1,2588518
NC_048770.1,2588515
NC_048769.1,2588097
NC_048768.1,2588132
NC_048767.1,2588094
NC_048766.1,2588093
NC_048765.1,2584487
NC_048764.1,2575328
NC_048763.1,2575325
NC_048762.1,2565501
NC_048761.1,2565510
NC_048760.1,2565517
NC_048758.1,2557554
NC_048757.1,2557582
NC_048756.1,2557579
NC_048755.1,2555548
NC_048754.1,2510941
NC_048753.1,2510943
NC_048752.1,2510942
NC_048751.1,2508071
NC_048750.1,2507858
NC_048749.1,2507854
NC_048748.1,2508174
NC_048747.1,2508172
NC_048746.1,2502420
NC_048745.1,2508865
NC_048744.1,2307269
NC_048743.1,2499037
NC_048742.1,2488789
NC_048741.1,2483610
NC_048740.1,2484218
NC_048739.1,2484217
NC_048738.1,2420237
NC_048736.1,2419930
NC_048735.1,2419618
NC_048734.1,2419978
NC_048733.1,2315703
NC_048732.1,2315475
NC_048731.1,2315695
NC_048730.1,2301621
NC_048729.1,2301701
NC_048728.1,2301714
NC_048727.1,2316013
NC_048726.1,2283013
NC_048725.1,2283012
NC_048724.1,2283303
NC_048723.1,2283304
NC_048722.1,2283267
NC_048721.1,2283265
NC_048720.1,2250336
NC_048719.1,2250335
NC_048718.1,2249767
NC_048717.1,2249765
NC_048716.1,2249778
NC_048715.1,2249777
NC_048714.1,2249780
NC_048713.1,2268621
NC_048712.1,2316154
NC_048711.1,2268609
NC_048710.1,2268607
NC_048709.1,2267403
NC_048708.1,2201455
NC_048707.1,2175605
NC_048706.1,2182408
NC_048705.1,2163598
NC_048704.1,2163635
NC_048703.1,2108116
NC_048702.1,2099338
NC_048701.1,2099336
NC_048700.1,2099850
NC_048699.1,2099648
NC_048698.1,2072797
NC_048697.1,2079289
NC_048696.1,2079417
NC_048695.1,2079413
NC_048694.1,2070028
NC_048693.1,2070193
NC_048692.1,2070192
NC_048691.1,2070196
NC_048690.1,2070195
NC_048689.1,2070194
NC_048688.1,2070189
NC_048687.1,2059855
NC_048686.1,2053813
NC_048685.1,2053812
NC_048684.1,2053723
NC_048683.1,2048975
NC_048682.1,2053702
NC_048681.1,2060949
NC_048680.1,2041454
NC_048679.1,2041383
NC_048678.1,2041382
NC_048677.1,2041210
NC_048676.1,2041215
NC_048675.1,2029635
NC_048673.1,2024208
NC_048670.1,2024238
NC_048668.1,2024252
NC_048663.1,2562636
NC_048662.1,2562635
NC_048024.1,2268610
NC_048208.1,2507711
NC_048207.1,2079281
NC_048198.1,2283025
NC_048197.1,2283026
NC_048196.1,2508195
NC_048195.1,2508193
NC_048194.1,2508192
NC_048193.1,2508206
NC_048192.1,2510452
NC_048190.1,2565658
NC_048189.1,2565657
NC_048186.1,2508194
NC_048185.1,2572526
NC_048182.1,2562142
NC_048181.1,2565500
NC_048180.1,2562138
NC_048179.1,2562175
NC_048178.1,2562456
NC_048177.1,2562235
NC_048176.1,2562192
NC_048175.1,2562178
NC_048174.1,2530183
NC_048173.1,2530027
NC_048172.1,2547246
NC_048171.1,2545435
NC_048170.1,2502409
NC_048169.1,2530116
NC_048168.1,2483418
NC_048167.1,2419783
NC_048166.1,2530172
NC_048165.1,2530118
NC_048163.1,2528528
NC_048162.1,2419608
NC_048161.1,2200756
NC_048160.1,2126525
NC_048159.1,2108359
NC_048158.1,2507577
NC_048157.1,2507576
NC_048156.1,2507578
NC_048155.1,2510571
NC_048154.1,2510568
NC_048153.1,2500795
NC_048152.1,2510495
NC_048151.1,2484249
NC_048149.1,2508061
NC_048148.1,2848038
NC_048146.1,2507862
NC_048145.1,2508069
NC_048144.1,2500787
NC_048143.1,2500828
NC_048142.1,2500826
NC_048141.1,2499025
NC_048140.1,2499009
NC_048139.1,2499072
NC_048138.1,2492437
NC_048137.1,2499073
NC_048136.1,2498616
NC_048135.1,2483604
NC_048134.1,2059850
NC_048133.1,2420320
NC_048132.1,2026130
NC_048131.1,2282630
NC_048130.1,2282631
NC_048129.1,2282629
NC_048126.1,2301532
NC_048120.1,2489635
NC_048119.1,2489634
NC_048118.1,2489628
NC_048117.1,2489627
NC_048116.1,2489618
NC_048115.1,2488780
NC_048114.1,2488949
NC_048113.1,2488859
NC_048112.1,2488654
NC_048111.1,2488835
NC_048110.1,2483612
NC_048109.1,2483611
NC_048108.1,2321391
NC_048107.1,2483713
NC_048106.1,2053653
NC_048105.1,2053015
NC_048103.1,2153295
NC_048101.1,2484206
NC_048100.1,2419959
NC_048099.1,2419951
NC_048098.1,2419946
NC_048097.1,2419970
NC_048096.1,2419965
NC_048095.1,2419958
NC_048094.1,2419956
NC_048093.1,2419955
NC_048092.1,2419950
NC_048091.1,2419949
NC_048090.1,2419971
NC_048089.1,2480623
NC_048088.1,2496544
NC_048087.1,2315766
NC_048086.1,2315597
NC_048085.1,2315485
NC_048084.1,2315483
NC_048083.1,2315531
NC_048082.1,2315471
NC_048081.1,2315601
NC_048080.1,2315458
NC_048079.1,2340717
NC_048078.1,2340719
NC_048077.1,2382310
NC_048076.1,2315468
NC_048075.1,2315467
NC_048074.1,2315466
NC_048073.1,2315486
NC_048072.1,2315716
NC_048071.1,2041760
NC_048070.1,2301600
NC_048069.1,2301601
NC_048068.1,2301604
NC_048067.1,2234093
NC_048065.1,2315629
NC_048064.1,2315628
NC_048063.1,2301650
NC_048062.1,2316014
NC_048061.1,2320197
NC_048060.1,2320193
NC_048059.1,2320192
NC_048058.1,2320195
NC_048057.1,2320191
NC_048056.1,2320194
NC_048054.1,2283029
NC_048053.1,2283031
NC_048052.1,2283033
NC_048049.1,2268578
NC_048047.1,2283270
NC_048046.1,2283271
NC_048045.1,2283269
NC_048044.1,2301687
NC_048043.1,2301688
NC_048042.1,2301690
NC_048041.1,2301664
NC_048040.1,2301694
NC_048039.1,2301696
NC_048038.1,2301539
NC_048037.1,2304198
NC_048036.1,2041473
NC_048035.1,2041472
NC_048029.1,2282912
NC_048028.1,2250397
NC_048027.1,2250392
NC_048025.1,2269380
NC_048022.1,2283015
NC_048021.1,2283286
NC_048019.1,2250323
NC_048018.1,2250319
NC_048017.1,2250289
NC_048016.1,2267653
NC_048014.1,2268396
NC_048013.1,2231351
NC_048012.1,2231362
NC_048011.1,2231356
NC_048010.1,2231355
NC_048009.1,2231354
NC_048008.1,2231352
NC_048007.1,2231345
NC_048006.1,2231343
NC_048005.1,2231342
NC_048004.1,2268591
NC_048003.1,2268587
NC_048002.1,2268589
NC_047998.1,2024314
NC_047997.1,2201462
NC_047996.1,2175169
NC_047995.1,2201424
NC_047994.1,2201417
NC_047992.1,2201444
NC_047991.1,2201431
NC_047990.1,2201430
NC_047989.1,2201442
NC_047988.1,2201437
NC_047987.1,2201436
NC_047986.1,2201435
NC_047985.1,2233992
NC_047984.1,2233775
NC_047983.1,2048517
NC_047982.1,2041351
NC_047979.1,2182345
NC_047978.1,2182346
NC_047977.1,2182341
NC_047975.1,2182357
NC_047974.1,2182360
NC_047973.1,2182354
NC_047972.1,2182350
NC_047966.1,2163976
NC_047965.1,2163970
NC_047964.1,2163631
NC_047963.1,2163634
NC_047962.1,2163636
NC_047961.1,2163630
NC_047960.1,2496546
NC_047959.1,2163886
NC_047958.1,2115967
NC_047957.1,2163983
NC_047956.1,2163982
NC_047955.1,2163984
NC_047954.1,2163985
NC_047953.1,2161784
NC_047950.1,2138299
NC_047948.1,2126724
NC_047947.1,2136179
NC_047946.1,2070026
NC_047945.1,2126734
NC_047944.1,2099390
NC_047942.1,2099356
NC_047941.1,2081603
NC_047938.1,2496550
NC_047937.1,2052753
NC_047936.1,2052752
NC_047935.1,2052754
NC_047934.1,2052746
NC_047933.1,2079544
NC_047932.1,2079262
NC_047931.1,2079431
NC_047930.1,2060091
NC_047927.1,2079534
NC_047926.1,2079433
NC_047925.1,2079432
NC_047924.1,2079429
NC_047923.1,2079317
NC_047922.1,2079287
NC_047921.1,2079280
NC_047920.1,2079275
NC_047919.1,2074138
NC_047918.1,2070201
NC_047917.1,2070198
NC_047916.1,2070188
NC_047915.1,2070187
NC_047914.1,2070186
NC_047913.1,2070185
NC_047912.1,2070184
NC_047911.1,2070183
NC_047910.1,2070182
NC_047909.1,2070181
NC_047908.1,2066504
NC_047907.1,2060945
NC_047906.1,2059883
NC_047905.1,2059881
NC_047904.1,2059880
NC_047903.1,2059879
NC_047902.1,2059856
NC_047901.1,2054273
NC_047900.1,2054272
NC_047898.1,2053686
NC_047897.1,2053682
NC_047896.1,2053604
NC_047895.1,2053563
NC_047894.1,2048979
NC_047893.1,2048061
NC_047892.1,2047831
NC_047891.1,2047830
NC_047890.1,2047782
NC_047888.1,2041493
NC_047887.1,2041492
NC_047886.1,2041489
NC_047885.1,2024330
NC_047884.1,2024325
NC_047883.1,2059857
NC_047865.1,2507411
NC_047863.1,2048005
NC_047862.1,2041211
NC_047861.1,2029657
NC_047860.1,2024607
NC_047851.1,2027888
NC_047850.1,2026950
NC_047849.1,2026943
NC_047848.1,2024315
NC_047847.1,2024313
NC_047846.1,2024262
NC_047845.1,2024261
NC_047844.1,2024251
NC_047843.1,2024248
NC_047842.1,2024247
NC_047841.1,2024239
NC_047840.1,2024237
NC_047839.1,2023998
NC_047838.1,2023996
NC_047823.1,2267237
NC_047820.1,2496547
NC_044940.1,2053078
NC_042355.1,2052822
NC_042354.1,2052821
NC_042347.1,2056194
NC_042132.1,2182349
NC_042127.1,2175688
NC_042126.1,2175687
NC_042125.1,2172042
NC_042124.1,2126803
NC_042123.1,2108120
NC_042122.1,2070180
NC_042121.1,2099852
NC_042120.1,2099652
NC_042119.1,2099444
NC_042118.1,2099625
NC_042117.1,2099624
NC_042116.1,2052742
NC_042111.1,2079584
NC_042110.1,2079583
NC_042109.1,2079581
NC_042108.1,2079564
NC_042107.1,2079543
NC_042106.1,2079427
NC_042105.1,2079426
NC_042104.1,2079290
NC_042103.1,2079288
NC_042102.1,2079282
NC_042101.1,2070197
NC_042100.1,2070057
NC_042099.1,2065199
NC_042098.1,2060127
NC_042097.1,2060124
NC_042096.1,2060122
NC_042095.1,2570301
NC_042094.1,2570300
NC_042093.1,2053603
NC_042092.1,2048978
NC_042091.1,2048977
NC_042090.1,2048008
NC_042089.1,2047873
NC_042088.1,2047872
NC_042087.1,2047871
NC_042086.1,2047869
NC_042085.1,2047868
NC_042084.1,2047801
NC_042083.1,2047788
NC_042082.1,2044561
NC_042081.1,2041345
NC_042080.1,2034347
NC_042079.1,2034346
NC_042078.1,2024309
NC_042077.1,2024308
NC_042076.1,2024305
NC_042075.1,2024304
NC_042067.1,2267236
NC_042045.1,2041512
NC_042044.1,2041413
NC_042043.1,2496545
NC_042042.1,2041354
NC_042041.1,2041212
NC_042040.1,2027905
NC_042039.1,2024320
NC_042025.1,2115848
NC_042023.1,2030924
NC_042022.1,2030923
NC_042021.1,2030922
NC_042020.1,2027883
NC_042019.1,2026082
NC_042018.1,2026080
NC_042017.1,2024316
NC_042016.1,2024284
NC_042015.1,2024283
NC_042013.1,2024264
NC_042012.1,2023995
NC_042011.1,2023994
NC_042010.1,2023993
NC_040612.1,2035708
NC_037667.1,2107709
NC_037666.1,2107708
NC_037665.1,2107707
NC_037057.1,2079134
NC_036582.1,2059380
NC_035469.1,2025360
NC_035468.1,2025359
NC_026608.1,2494563
NC_021331.1,2496551
NC_005833.1,2492962
NC_031030.2,1837867
NC_047776.2,1897495
NC_062582.1,2006668
NC_041918.2,1965361
NC_031121.2,1874000
NC_031015.2,1874001
NC_054935.2,1932889
NC_055728.1,2006942
NC_055720.1,1983556
NC_055719.1,1983572
NC_055718.1,1970776
NC_055717.1,1965485
NC_055716.1,1965363
NC_055715.1,1913572
NC_055714.1,1882439
NC_055711.1,1815976
NC_055710.1,1883365
NC_055709.1,1777059
NC_055061.1,1975614
NC_055050.1,1983536
NC_055042.1,1920379
NC_055036.1,1965489
NC_055034.1,2015873
NC_055033.1,1772314
NC_055032.1,2015860
NC_055024.1,1913446
NC_054988.1,1897736
NC_054986.1,1897539
NC_054942.1,1913049
NC_054929.1,1837875
NC_054811.1,1983575
NC_054803.1,1897540
NC_054799.1,1927024
NC_054796.1,1916120
NC_054794.1,1897548
NC_054785.1,1912975
NC_054772.1,1897486
NC_054759.1,1983577
NC_054681.1,1873996
NC_054674.1,1913034
NC_054645.1,1973454
NC_054460.1,1927017
NC_054440.1,1897549
NC_054427.1,1897429
NC_054426.1,2015865
NC_054421.1,1897428
NC_053515.1,1927020
NC_053508.1,2015819
NC_053507.1,2015844
NC_053505.1,2015885
NC_053503.1,1874015
NC_052976.1,1983555
NC_052968.1,1964565
NC_052966.1,1852622
NC_051734.1,2015875
NC_051732.1,2015833
NC_051719.1,1897769
NC_051713.1,1913038
NC_051711.1,2023953
NC_051672.1,1897501
NC_051654.1,1913118
NC_051638.1,1932895
NC_051628.1,1912978
NC_051627.1,2015824
NC_051620.1,2015886
NC_051613.1,1913035
NC_051607.1,2015879
NC_051606.1,2015874
NC_051605.1,2015817
NC_051604.1,2015810
NC_051602.1,1983447
NC_051601.1,2015820
NC_051599.1,2015825
NC_051598.1,2015882
NC_051591.1,1897500
NC_047801.2,1932882
NC_047797.2,1927014
NC_050154.1,2014434
NC_049975.1,1807511
NC_049965.1,2022474
NC_049964.1,2023950
NC_049963.1,2023949
NC_049962.1,1983413
NC_049961.1,1983461
NC_049960.1,1981931
NC_049959.1,1909400
NC_049931.1,1747351
NC_049926.1,2015807
NC_049925.1,1792287
NC_049922.1,1792289
NC_049921.1,1855816
NC_049920.1,1855815
NC_049918.1,1983463
NC_049856.1,1965472
NC_049855.1,1965482
NC_049854.1,1965467
NC_049811.1,1868853
NC_049810.1,1868848
NC_049807.1,1965474
NC_049806.1,1965478
NC_049383.1,1880590
NC_049382.1,1958914
NC_049380.1,1916111
NC_049379.1,1913109
NC_049378.1,1897742
NC_049377.1,1874587
NC_049376.1,1874589
NC_049375.1,1874593
NC_049374.1,1874585
NC_049373.1,1874572
NC_048656.1,1907784
NC_048650.1,1913591
NC_048658.1,1969736
NC_048737.1,1932007
NC_048669.1,2015828
NC_048667.1,1873341
NC_048661.1,1983541
NC_048660.1,1978922
NC_048659.1,1965354
NC_048657.1,1965490
NC_048655.1,1958913
NC_048654.1,1958919
NC_048653.1,1958917
NC_048652.1,1933063
NC_048651.1,1913112
NC_048649.1,1913047
NC_048648.1,1897739
NC_048646.1,1873954
NC_048645.1,1885242
NC_048644.1,1934428
NC_048643.1,1868595
NC_048642.1,1868594
NC_048641.1,1868598
NC_048640.1,1868826
NC_048637.1,1777122
NC_048636.1,1840236
NC_042139.2,2015851
NC_048055.1,1983784
NC_047981.1,1983557
NC_047980.1,1958964
NC_047952.1,1962679
NC_047943.1,1980140
NC_047929.1,1785176
NC_047928.1,1879051
NC_047882.1,1983595
NC_047881.1,1983588
NC_047880.1,1983553
NC_047879.1,1916126
NC_047878.1,1916125
NC_047877.1,1916124
NC_047876.1,1916123
NC_047875.1,1912492
NC_047873.1,1873993
NC_047866.1,1747286
NC_047859.1,1920294
NC_047858.1,1837877
NC_047857.1,1897515
NC_047852.1,1815956
NC_047836.1,2022859
NC_047835.1,2020879
NC_047833.1,2014586
NC_047832.1,2006930
NC_047831.1,2005054
NC_047830.1,2005048
NC_047829.1,1983789
NC_047828.1,1983554
NC_047825.1,1970798
NC_047824.1,1970795
NC_047822.1,1965465
NC_047821.1,1965370
NC_047819.1,1961914
NC_047818.1,1960658
NC_047817.1,1960657
NC_047816.1,1958965
NC_047815.1,1958956
NC_047814.1,1958922
NC_047813.1,1958907
NC_047812.1,1933774
NC_047811.1,1933773
NC_047810.1,1933412
NC_047809.1,1933111
NC_047808.1,1933110
NC_047807.1,1933108
NC_047806.1,1933107
NC_047805.1,1932893
NC_047804.1,1932892
NC_047803.1,1932890
NC_047802.1,1932883
NC_047799.1,1932362
NC_047798.1,1932361
NC_047796.1,1926594
NC_047795.1,1920312
NC_047794.1,1920311
NC_047793.1,1920310
NC_047792.1,1920308
NC_047791.1,1916414
NC_047790.1,1916107
NC_047789.1,1916101
NC_047788.1,1913581
NC_047787.1,1913574
NC_047786.1,1913114
NC_047785.1,1913048
NC_047784.1,1912320
NC_047783.1,1912319
NC_047782.1,1907783
NC_047781.1,1907782
NC_047780.1,1907781
NC_047779.1,1904925
NC_047777.1,1897641
NC_047775.1,1897436
NC_047774.1,1897434
NC_047773.1,1897431
NC_047772.1,1897430
NC_047771.1,1882400
NC_047770.1,1881104
NC_047768.1,1871314
NC_047767.1,1868844
NC_047766.1,1852630
NC_047764.1,1846168
NC_047763.1,1814959
NC_047762.1,1775250
NC_047761.1,1770232
NC_047760.1,1755697
NC_042140.1,1755680
NC_042138.1,1880822
NC_042137.1,1970374
NC_042131.1,1983582
NC_042074.1,1983593
NC_042056.1,1883375
NC_042055.1,1821540
NC_042054.1,1777069
NC_042053.1,1772328
NC_042047.1,1852640
NC_042009.1,2023992
NC_042008.1,2023959
NC_042007.1,2016053
NC_042006.1,2016052
NC_042004.1,2016050
NC_042003.1,2016049
NC_042002.1,2015853
NC_042001.1,2015839
NC_042000.1,2015834
NC_041999.1,2015815
NC_041998.1,2015804
NC_041997.1,2010329
NC_041996.1,2006941
NC_041995.1,2006922
NC_041994.1,2006684
NC_041990.1,2005047
NC_041975.1,1815989
NC_041974.1,1815988
NC_041973.1,1815987
NC_041972.1,1815986
NC_041968.1,1983539
NC_041967.1,1983525
NC_041966.1,1983409
NC_041964.1,1752027
NC_041961.1,1772319
NC_041952.1,1772298
NC_041951.1,1772294
NC_041950.1,1821555
NC_041949.1,1772291
NC_041948.1,1772295
NC_041947.1,1772305
NC_041946.1,1772322
NC_041945.1,1772311
NC_041944.1,1772310
NC_041943.1,1772304
NC_041942.1,1772303
NC_041941.1,1772300
NC_041940.1,1772297
NC_041939.1,1772296
NC_041938.1,1772293
NC_041937.1,1981500
NC_041936.1,1981499
NC_041933.1,1772315
NC_041932.1,1772307
NC_041931.1,1772327
NC_041927.1,1980139
NC_041926.1,1970797
NC_041924.1,1965454
NC_041922.1,1965374
NC_041921.1,1965368
NC_041919.1,1965367
NC_041917.1,1962671
NC_041916.1,1938577
NC_041915.1,1932886
NC_041914.1,1932885
NC_041913.1,1931407
NC_041912.1,1927013
NC_041911.1,1923889
NC_041905.1,1916127
NC_041904.1,1916099
NC_041903.1,1913575
NC_041902.1,1913570
NC_041901.1,1913044
NC_041900.1,1912321
NC_041899.1,1912318
NC_041896.1,1904491
NC_041895.1,1897537
NC_041894.1,1897536
NC_041893.1,1897534
NC_041892.1,1897533
NC_041891.1,1897532
NC_041890.1,1897531
NC_041889.1,1897525
NC_041888.1,1897497
NC_041887.1,1897437
NC_041886.1,1887653
NC_041885.1,1852562
NC_041884.1,1837876
NC_041883.1,1821548
NC_041882.1,1821539
NC_041881.1,1815630
NC_041880.1,1815582
NC_041879.1,1796993
NC_041877.1,1772332
NC_041876.1,1772326
NC_041875.1,1772302
NC_041874.1,1772219
NC_041873.1,1772218
NC_041872.1,1740108
NC_041859.1,1814279
NC_031107.2,1883370
NC_030937.1,1784981
NC_030928.1,1784979
NC_028693.2,1747288
NC_031068.2,1873958
NC_029005.2,1755682
NC_038017.1,1982658
NC_028671.2,1747326
NC_031224.2,1796997
NC_031255.2,1821561
NC_036595.1,1932713
NC_036594.1,2023057
NC_035072.1,1986506
NC_035464.1,2023155
NC_031062.2,1852641
NC_034626.1,1986505
NC_034383.1,1932881
NC_034249.1,1859492
NC_033775.1,1955558
NC_033423.1,1898060
NC_032001.1,1917232
NC_031045.1,1868169
NC_031021.1,1868170
NC_029548.1,1805492
NC_031933.1,1813782
NC_031925.1,1857099
NC_031918.1,1813769
NC_031946.1,1813779
NC_031944.1,1815521
NC_031943.1,1755695
NC_031940.1,1813771
NC_031939.1,1857100
NC_031938.1,1814286
NC_031935.1,1815522
NC_031934.1,1837930
NC_031932.1,1814280
NC_031931.1,1814282
NC_031930.1,1813781
NC_031928.1,1837931
NC_031927.1,1883368
NC_031926.1,1792273
NC_031924.1,1873985
NC_031922.1,1883369
NC_031919.1,1814288
NC_031917.1,1874539
NC_031914.1,1792274
NC_031912.1,1814283
NC_031911.1,1792272
NC_031908.1,1874540
NC_031906.1,1883366
NC_031905.1,1814287
NC_031904.1,1814284
NC_031903.1,1883365
NC_031902.1,1813783
NC_031945.1,1814281
NC_031921.1,1814285
NC_031900.1,1883367
NC_031279.1,1784956
NC_031277.1,1815972
NC_031274.1,1784982
NC_031269.1,1821565
NC_031266.1,1821541
NC_031265.1,1821553
NC_031263.1,1821723
NC_031262.1,1815608
NC_031261.1,1821727
NC_031256.1,1815969
NC_031253.1,1805457
NC_031252.1,1796994
NC_031247.1,1821551
NC_031245.1,1792032
NC_031243.1,1821538
NC_031239.1,1821564
NC_031233.1,1821556
NC_031230.1,1821566
NC_031251.1,1821562
NC_031249.1,1821563
NC_031246.1,1796998
NC_031237.1,1821559
NC_031234.1,1821552
NC_031231.1,1796995
NC_031229.1,1821554
NC_031226.1,1821549
NC_031281.1,1821537
NC_031267.1,1821557
NC_031257.1,1805459
NC_031254.1,1796996
NC_031241.1,1792269
NC_031238.1,1792253
NC_031056.1,1792245
NC_031129.1,1815968
NC_031128.1,1868654
NC_031127.1,1883373
NC_031124.1,1873696
NC_031122.1,1887646
NC_031120.1,1883379
NC_031118.1,1887644
NC_031117.1,1792222
NC_031115.1,1852627
NC_031114.1,1837842
NC_031112.1,1821560
NC_031110.1,1815957
NC_031109.1,1887650
NC_031108.1,1838138
NC_031103.1,1815590
NC_031102.1,1873887
NC_031101.1,1837862
NC_031100.1,1805953
NC_031098.1,1852629
NC_031097.1,1887656
NC_031096.1,1873959
NC_031092.1,1805465
NC_031090.1,1863011
NC_031087.1,1852625
NC_031082.1,1873990
NC_031081.1,1883200
NC_031080.1,1891703
NC_031078.1,1873777
NC_031077.1,1864623
NC_031076.1,1838137
NC_031075.1,1862960
NC_031074.1,1887641
NC_031072.1,1887643
NC_031071.1,1862958
NC_031070.1,1805950
NC_031067.1,1873889
NC_031066.1,1805464
NC_031064.1,1871690
NC_031063.1,1837850
NC_031061.1,1821558
NC_031060.1,1887649
NC_031059.1,1873452
NC_031058.1,1844477
NC_031057.1,1871313
NC_031055.1,1868599
NC_031054.1,1873999
NC_031052.1,1887655
NC_031050.1,1852563
NC_031049.1,1805952
NC_031048.1,1864622
NC_031044.1,1862962
NC_031043.1,1883377
NC_031040.1,1871681
NC_031037.1,1805951
NC_031036.1,1815511
NC_031032.1,1874002
NC_031031.1,1887652
NC_031029.1,1887645
NC_031028.1,1887647
NC_031027.1,1805954
NC_031026.1,1837218
NC_031025.1,1852657
NC_031022.1,1863010
NC_031018.1,1805467
NC_031017.1,1871687
NC_031014.1,1873949
NC_031013.1,1871678
NC_031012.1,1873998
NC_031011.1,1863009
NC_031010.1,1883374
NC_031009.1,1862959
NC_031008.1,1821228
NC_031007.1,1883372
NC_031004.1,1887651
NC_031001.1,1887654
NC_031113.1,1883202
NC_031091.1,1868596
NC_031051.1,1871692
NC_031035.1,1891963
NC_031111.1,1873895
NC_031085.1,2560754
NC_031065.1,1815631
NC_031041.1,1873891
NC_031034.1,1837830
NC_031024.1,1852564
NC_031020.1,1852628
NC_031016.1,1815955
NC_031002.1,1862961
NC_031123.1,1805466
NC_031039.1,1815509
NC_031006.1,1805948
NC_031126.1,1883371
NC_031125.1,1815510
NC_031116.1,1805956
NC_031099.1,1887648
NC_031094.1,1814958
NC_031069.1,1814957
NC_031023.1,1814960
NC_030953.1,1863008
NC_030944.1,1838067
NC_030943.1,1838062
NC_030942.1,1838064
NC_030941.1,1838066
NC_030936.1,1838061
NC_030934.1,1777065
NC_030929.1,1777052
NC_030924.1,1838073
NC_030923.1,1777063
NC_030921.1,1838081
NC_030920.1,1776293
NC_030914.1,1838071
NC_030912.1,1838072
NC_030910.1,1777072
NC_030905.1,1838084
NC_030904.1,1775140
NC_030901.1,1838065
NC_030948.1,1785960
NC_030940.1,1754217
NC_030930.1,1838063
NC_030927.1,1838080
NC_030925.1,1796992
NC_030919.1,1810705
NC_030918.1,1777054
NC_030917.1,1838074
NC_030915.1,1838075
NC_030913.1,1838083
NC_030911.1,1838082
NC_030909.1,1777064
NC_030908.1,1777053
NC_030884.1,1895333
NC_030842.1,1887314
NC_030698.1,1838079
NC_030696.1,1838078
NC_030695.1,1838070
NC_030694.1,1838077
NC_030656.1,1873698
NC_030230.1,1826170
NC_029692.1,1813599
NC_029316.1,1797140
NC_010191.2,1785753
NC_029016.1,1747287
NC_028990.1,1747289
NC_028694.1,1747271
NC_028687.1,1755681
NC_028678.1,1739967
NC_028670.1,1747282
NC_028661.1,1755692
NC_028657.1,1755689
NC_010811.2,1980924
NC_027335.2,1498168
NC_066642.1,397342
NC_019516.2,1137745
NC_062738.1,1430441
NC_062736.1,1493510
NC_062735.1,1493514
NC_062734.1,1493509
NC_061438.1,1542103
NC_061435.1,1093672
NC_020414.2,979726
NC_055708.1,1651196
NC_055228.1,1566307
NC_055041.1,1296641
NC_055030.1,1636259
NC_055029.1,1636256
NC_054977.1,1211285
NC_054954.1,114777
NC_054952.1,1654717
NC_054905.1,1651198
NC_054903.1,1651199
NC_054902.1,1651202
NC_054800.1,1176425
NC_053504.1,1701852
NC_052965.1,1622114
NC_052650.1,169684
NC_051724.1,1486474
NC_049978.1,1450749
NC_049945.1,1226262
NC_049944.1,1226263
NC_049943.1,254397
NC_049941.1,1226260
NC_049924.1,1226255
NC_049923.1,1226258
NC_049809.1,254253
NC_023601.2,1458843
NC_049370.1,1636587
NC_049369.1,1636583
NC_049368.1,1636586
NC_049367.1,1636576
NC_049366.1,1636560
NC_049365.1,1636580
NC_049364.1,1636571
NC_049363.1,1636569
NC_049362.1,1636566
NC_049361.1,1636582
NC_049360.1,1636556
